target,leave_one_target_estimate,change_from_full
ENSG00000051523,-1.2791678089543708,0.0022551607866769796
ENSG00000106635,-1.2791678299374918,0.002255139803555961
ENSG00000104388,-1.279170107663703,0.002252862077344764
ENSG00000111328,-1.2791838548935717,0.002239114847476076
ENSG00000119820,-1.2791901357243425,0.002232834016705265
ENSG00000133393,-1.279192062357651,0.0022309073833968185
ENSG00000173273,-1.2791968754311944,0.0022260943098533215
ENSG00000064601,-1.2792100822918078,0.0022128874492399753
ENSG00000224877,-1.2792414218635237,0.002181547877524004
ENSG00000196470,-1.2792531835088188,0.002169786232228965
ENSG00000168887,-1.2792567996004274,0.0021661701406203715
ENSG00000120802,-1.2792605409214217,0.0021624288196260277
ENSG00000075711,-1.2792611942301315,0.0021617755109162307
ENSG00000143815,-1.2792847475299178,0.0021382222111299143
ENSG00000102218,-1.279288695853029,0.0021342738880187895
ENSG00000169499,-1.279302998090284,0.00211997165076383
ENSG00000114544,-1.2793111748176298,0.0021117949234179534
ENSG00000123124,-1.279315646185328,0.0021073235557198533
ENSG00000104823,-1.279318774468846,0.0021041952722018475
ENSG00000088682,-1.2793197559142557,0.0021032138267920164
ENSG00000123989,-1.2793226495841417,0.002100320156906088
ENSG00000172578,-1.2793314475663418,0.0020915221747059842
ENSG00000010610,-1.2793347411025662,0.0020882286384815707
ENSG00000163870,-1.2793465144280285,0.0020764553130192542
ENSG00000131779,-1.283495810331265,-0.002072840590217284
ENSG00000196839,-1.2793549775521937,0.0020679921888540065
ENSG00000198087,-1.279356446694139,0.002066523046908797
ENSG00000023902,-1.2793585648035002,0.0020644049375475593
ENSG00000170315,-1.2793702041067558,0.0020527656342919087
ENSG00000092964,-1.2793716354108766,0.0020513343301711284
ENSG00000198876,-1.2793796257715258,0.0020433439695219935
ENSG00000197006,-1.2793806514887107,0.0020423182523370276
ENSG00000160310,-1.279384656727329,0.0020383130137187067
ENSG00000138594,-1.2793884150556245,0.00203455468542324
ENSG00000013306,-1.2793891305611647,0.00203383917988309
ENSG00000051108,-1.2793911670048546,0.002031802736193189
ENSG00000066583,-1.2793917768225114,0.002031192918536373
ENSG00000174943,-1.2793941395086872,0.0020288302323605567
ENSG00000101447,-1.279412949257387,0.002010020483660835
ENSG00000145817,-1.2794168168437414,0.0020061528973063236
ENSG00000164045,-1.2794169327243359,0.00200603701671187
ENSG00000167637,-1.2794191923299811,0.0020037774110666096
ENSG00000115204,-1.2794330134322522,0.001989956308795504
ENSG00000008517,-1.279434982314043,0.0019879874270047893
ENSG00000100461,-1.2834037585445746,-0.0019807888035268117
ENSG00000117153,-1.2794428690706057,0.0019801006704420754
ENSG00000141560,-1.279447542222711,0.001975427518336792
ENSG00000131171,-1.2794542524992996,0.0019687172417481857
ENSG00000141446,-1.2833827118347902,-0.0019597420937425003
ENSG00000136490,-1.279467245771124,0.0019557239699237172
ENSG00000156858,-1.2794686266852018,0.001954343055845964
ENSG00000154642,-1.2794704765242264,0.0019524932168213383
ENSG00000175931,-1.279470485432308,0.0019524843087397326
ENSG00000125753,-1.2794837822626521,0.0019391874783956098
ENSG00000183283,-1.279486081182109,0.0019368885589388096
ENSG00000158669,-1.2794864331284994,0.001936536612548334
ENSG00000143353,-1.2794888278064573,0.0019341419345904054
ENSG00000107829,-1.279490447088966,0.0019325226520816585
ENSG00000161021,-1.2795035191620965,0.001919450578951265
ENSG00000136141,-1.2795037600023558,0.0019192097386919738
ENSG00000138617,-1.2795056910345821,0.0019172787064656305
ENSG00000106560,-1.2795080849979763,0.0019148847430714433
ENSG00000168010,-1.2795105098198647,0.0019124599211830517
ENSG00000144749,-1.2833346103137462,-0.0019116405726984365
ENSG00000180096,-1.2795125746697305,0.0019103950713172946
ENSG00000160194,-1.2795241212590576,0.0018988484819901785
ENSG00000144635,-1.2795267079660593,0.0018962617749884725
ENSG00000187118,-1.2795279933456143,0.0018949763954334564
ENSG00000057252,-1.2795299389029273,0.0018930308381204242
ENSG00000167196,-1.2795392381565551,0.0018837315844926206
ENSG00000140280,-1.279543518664513,0.001879451076534755
ENSG00000009844,-1.2795657626109056,0.0018572071301421467
ENSG00000160932,-1.279572260995602,0.0018507087454457949
ENSG00000076944,-1.2795769477641499,0.0018460219768978714
ENSG00000166199,-1.279582945186419,0.0018400245546288385
ENSG00000181827,-1.2795928319181897,0.0018301378228580134
ENSG00000162511,-1.2795941534652127,0.0018288162758350879
ENSG00000134375,-1.2832490544481678,-0.0018260847071200903
ENSG00000140464,-1.2796020937762926,0.0018208759647551087
ENSG00000104219,-1.27960220392497,0.0018207658160778184
ENSG00000106638,-1.2796060281506543,0.0018169415903934727
ENSG00000154001,-1.2796065976541382,0.0018163720869095457
ENSG00000169641,-1.2796080730541335,0.001814896686914258
ENSG00000075539,-1.279610089256696,0.0018128804843517976
ENSG00000175463,-1.2832273189882182,-0.0018043492471704337
ENSG00000168297,-1.2796281611688476,0.0017948085722001572
ENSG00000181826,-1.283215130947025,-0.0017921612059772496
ENSG00000137074,-1.279635605086282,0.0017873646547656996
ENSG00000196968,-1.2796356552470323,0.0017873144940154795
ENSG00000183891,-1.2796382166952978,0.0017847530457499872
ENSG00000160593,-1.2796383590160838,0.001784610724963942
ENSG00000123562,-1.2832070799535111,-0.0017841102124633856
ENSG00000133818,-1.2796452317619533,0.001777737979094418
ENSG00000091039,-1.2796463409338936,0.0017766288071541236
ENSG00000141698,-1.2796528713209545,0.0017700984200932357
ENSG00000182196,-1.2796708954957006,0.0017520742453471794
ENSG00000140497,-1.279671615768521,0.0017513539725266813
ENSG00000122068,-1.2796732624199663,0.001749707321081484
ENSG00000177731,-1.2796785445301673,0.0017444252108804736
ENSG00000162654,-1.2796902743896976,0.001732695351350122
ENSG00000135148,-1.2796925546822802,0.001730415058767587
ENSG00000068650,-1.2797064574835793,0.0017165122574684943
ENSG00000156802,-1.279721089102655,0.0017018806383928275
ENSG00000164096,-1.2797222926030427,0.0017006771380050356
ENSG00000135390,-1.2797230951546328,0.0016998745864149623
ENSG00000137996,-1.2797298281693323,0.0016931415717154064
ENSG00000142875,-1.2797310661534016,0.0016919035876461486
ENSG00000183020,-1.2797337279709462,0.001689241770101546
ENSG00000067113,-1.2797361959011169,0.0016867738399308774
ENSG00000163754,-1.2797531226792016,0.0016698470618461414
ENSG00000176624,-1.279757443435401,0.0016655263056466474
ENSG00000147224,-1.283079267419729,-0.0016562976786813621
ENSG00000189043,-1.283067646696003,-0.001644676954955182
ENSG00000100342,-1.279781713856215,0.0016412558848326597
ENSG00000007392,-1.2797913322284225,0.0016316375126252947
ENSG00000171202,-1.2797943373327287,0.0016286324083190085
ENSG00000076928,-1.2797984519473775,0.0016245177936702326
ENSG00000186020,-1.2798002705781293,0.0016226991629184617
ENSG00000164040,-1.2798166598630858,0.0016063098779619533
ENSG00000110917,-1.2830084091777205,-0.0015854394366727753
ENSG00000125868,-1.2798381673444439,0.0015848023966038571
ENSG00000135272,-1.2798423121940072,0.0015806575470405093
ENSG00000138032,-1.2798437577649266,0.0015792119761210976
ENSG00000122591,-1.2798453726566037,0.001577597084444049
ENSG00000121851,-1.2829999852882024,-0.0015770155471546143
ENSG00000167996,-1.2798491745071119,0.0015737952339358596
ENSG00000221829,-1.2798505908789515,0.0015723788620962686
ENSG00000167553,-1.2798526895395725,0.0015702802014752049
ENSG00000072864,-1.279854654951451,0.0015683147895968474
ENSG00000119632,-1.279856235785072,0.0015667339559757298
ENSG00000243279,-1.2798652440277307,0.0015577257133170264
ENSG00000177556,-1.282980522556639,-0.0015575528155913343
ENSG00000143401,-1.2798736657567447,0.0015493039843030854
ENSG00000166946,-1.2798751432499087,0.0015478264911390482
ENSG00000071189,-1.2798812273116058,0.001541742429441939
ENSG00000215788,-1.2798851512342786,0.0015378185067691508
ENSG00000160014,-1.279885599460966,0.001537370280081829
ENSG00000152700,-1.2798887756240729,0.001534194116974863
ENSG00000171033,-1.2798899894822147,0.0015329802588330832
ENSG00000160013,-1.2798939960879063,0.0015289736531414189
ENSG00000146386,-1.279894786338676,0.0015281834023717078
ENSG00000168092,-1.2829509930387972,-0.0015280232977494812
ENSG00000120008,-1.2798961330739476,0.0015268366671001843
ENSG00000188647,-1.2799042009319332,0.0015187688091145013
ENSG00000170448,-1.2799053956260547,0.0015175741149930921
ENSG00000093144,-1.2799085937249528,0.0015143760160949427
ENSG00000025772,-1.2799115133662426,0.001511456374805098
ENSG00000137078,-1.2799124558136907,0.0015105139273570156
ENSG00000025708,-1.279914050405959,0.0015089193350887875
ENSG00000134602,-1.2799156940781904,0.0015072756628573547
ENSG00000166734,-1.2799168591784815,0.0015061105625662208
ENSG00000107742,-1.279917217253314,0.0015057524877337691
ENSG00000166562,-1.2799173346916077,0.0015056350494400128
ENSG00000156587,-1.2799173586589734,0.0015056110820743651
ENSG00000122705,-1.279918216264999,0.0015047534760488368
ENSG00000100614,-1.2799185632026462,0.0015044065384015592
ENSG00000040341,-1.2799194075770033,0.0015035621640444585
ENSG00000116406,-1.2799205103417786,0.0015024593992691848
ENSG00000070047,-1.2799228857805143,0.0015000839605334715
ENSG00000143862,-1.282921866563345,-0.0014988968222973131
ENSG00000188404,-1.2799242349638265,0.001498734777221289
ENSG00000065485,-1.2799245310216394,0.001498438719408357
ENSG00000108840,-1.282921076560557,-0.0014981068195092373
ENSG00000238227,-1.2799260807259978,0.0014968890150499625
ENSG00000100883,-1.2799263169183912,0.0014966528226565412
ENSG00000174032,-1.279926543699857,0.0014964260411907127
ENSG00000196352,-1.279927256682604,0.0014957130584436484
ENSG00000115234,-1.2799312077325773,0.0014917620084704541
ENSG00000185236,-1.279937909715095,0.0014850600259528335
ENSG00000024048,-1.2799405371205634,0.0014824326204843086
ENSG00000101104,-1.2799427095799731,0.0014802601610746091
ENSG00000124486,-1.2799437350155793,0.0014792347254684035
ENSG00000164209,-1.279951231809288,0.001471737931759698
ENSG00000138378,-1.2799517700291776,0.0014711997118701525
ENSG00000178719,-1.2828925025104043,-0.001469532769356574
ENSG00000135823,-1.2799539538870903,0.0014690158539574227
ENSG00000167595,-1.2799540636303004,0.0014689061107473478
ENSG00000167900,-1.2799553987859151,0.0014675709551326133
ENSG00000090487,-1.2799563549989017,0.001466614742146044
ENSG00000143321,-1.279957062644673,0.00146590709637473
ENSG00000136986,-1.2828881967139318,-0.0014652269728840928
ENSG00000142039,-1.2799639823014217,0.001458987439626025
ENSG00000160588,-1.2799640791379947,0.0014588906030530424
ENSG00000080845,-1.279965424409076,0.0014575453319718434
ENSG00000069424,-1.2799665644571234,0.0014564052839243224
ENSG00000102699,-1.2799679171470921,0.0014550525939556191
ENSG00000142945,-1.2799702050205994,0.0014527647204483074
ENSG00000136861,-1.2799709869598266,0.0014519827812211616
ENSG00000244187,-1.279977851168632,0.0014451185724158044
ENSG00000135916,-1.2799841059835262,0.001438863757521558
ENSG00000111371,-1.282860163193896,-0.0014371934528483177
ENSG00000255302,-1.282859340856455,-0.0014363711154072867
ENSG00000064115,-1.282856950214866,-0.0014339804738181527
ENSG00000130254,-1.2828526489681673,-0.0014296792271195624
ENSG00000150712,-1.279994731505653,0.0014282382353947298
ENSG00000153140,-1.279997036873003,0.0014259328680448213
ENSG00000196262,-1.27999974431266,0.0014232254283876866
ENSG00000127311,-1.2800013034948543,0.0014216662461934426
ENSG00000177156,-1.2800030225469265,0.001419947194121196
ENSG00000130770,-1.280005130931911,0.0014178388091368177
ENSG00000153395,-1.280005249852225,0.001417719888822777
ENSG00000116815,-1.2800102362661594,0.0014127334748883502
ENSG00000135046,-1.2828265609991263,-0.0014035912580785403
ENSG00000177169,-1.2828221367514956,-0.0013991670104478438
ENSG00000181929,-1.2800242909975992,0.001398678743448567
ENSG00000050748,-1.2800266358984032,0.0013963338426445926
ENSG00000134453,-1.2800269709337229,0.001395998807324883
ENSG00000141522,-1.2800282873395803,0.0013946824014674508
ENSG00000186660,-1.2800328657623081,0.0013901039787396208
ENSG00000048140,-1.282805520676997,-0.0013825509359493005
ENSG00000123329,-1.280040668920072,0.0013823008209756793
ENSG00000183172,-1.282798502859126,-0.0013755331180782537
ENSG00000137692,-1.2800503585705294,0.0013726111705183452
ENSG00000166181,-1.2800576226378049,0.0013653471032428754
ENSG00000128284,-1.2800692522003256,0.0013537175407221103
ENSG00000086300,-1.282765378731944,-0.0013424089908962156
ENSG00000100348,-1.280083738214322,0.0013392315267257704
ENSG00000015133,-1.282760124289076,-0.0013371545480282965
ENSG00000078142,-1.2827597385815328,-0.0013367688404850586
ENSG00000162645,-1.2800879887720242,0.0013349809690235137
ENSG00000157303,-1.2800931659152583,0.0013298038257893996
ENSG00000101558,-1.282751188959427,-0.001328219218379223
ENSG00000136878,-1.2801038893644394,0.0013190803766083281
ENSG00000101391,-1.2801065950249497,0.0013163747160980233
ENSG00000145780,-1.2801170465530514,0.0013059231879963829
ENSG00000197008,-1.280117977179186,0.0013049925618617841
ENSG00000114353,-1.2801219150800096,0.0013010546610381368
ENSG00000132965,-1.2801222889569253,0.0013006807841224877
ENSG00000160695,-1.2827160112556721,-0.0012930415146243934
ENSG00000119013,-1.2827156455815842,-0.0012926758405364946
ENSG00000164258,-1.2801311689200434,0.0012918008210043297
ENSG00000157045,-1.2801325925691838,0.0012903771718639767
ENSG00000133321,-1.2827097815554445,-0.0012868118143967155
ENSG00000160209,-1.2801398613480168,0.0012831083930309184
ENSG00000143811,-1.2827033625682525,-0.0012803928272047127
ENSG00000065491,-1.2801436890247233,0.001279280716324438
ENSG00000033050,-1.2827002575087458,-0.0012772877676980876
ENSG00000146066,-1.2801521371458535,0.0012708325951942268
ENSG00000160746,-1.280152376300528,0.0012705934405197183
ENSG00000119397,-1.282692720168802,-0.0012697504277543459
ENSG00000102781,-1.280159902204284,0.0012630675367637512
ENSG00000117650,-1.280162324029463,0.0012606457115846847
ENSG00000169919,-1.2801638326906417,0.001259137050406034
ENSG00000176619,-1.280166330425781,0.00125663931526665
ENSG00000115241,-1.2826759402037942,-0.0012529704627464167
ENSG00000168300,-1.280171807640401,0.0012511621006467966
ENSG00000136754,-1.2801782077272363,0.0012447620138114068
ENSG00000054654,-1.280182100817076,0.001240868923971794
ENSG00000138814,-1.2801848626597652,0.00123810708128258
ENSG00000121879,-1.2801858846393126,0.001237085101735147
ENSG00000108582,-1.2801909472947663,0.0012320224462814
ENSG00000079263,-1.2826549784841252,-0.001232008743077495
ENSG00000107968,-1.2801920598216812,0.0012309099193665851
ENSG00000176209,-1.2801926794450076,0.0012302902960401596
ENSG00000154124,-1.2801936156065623,0.0012293541344854386
ENSG00000113621,-1.2801966008717758,0.0012263688692719654
ENSG00000076382,-1.2801996547245662,0.001223315016481541
ENSG00000171302,-1.2801999302247677,0.00122303951628
ENSG00000087095,-1.2826317016876079,-0.0012087319465601265
ENSG00000064012,-1.282628476969137,-0.0012055072280892087
ENSG00000117036,-1.2826228644286513,-0.0011998946876035088
ENSG00000141293,-1.2802237658453623,0.0011992038956853968
ENSG00000078902,-1.280226859444076,0.001196110296971753
ENSG00000117308,-1.2826176739687194,-0.0011947042276716502
ENSG00000135457,-1.280236284272833,0.0011866854682147654
ENSG00000112078,-1.2802385244001702,0.0011844453408775824
ENSG00000159176,-1.28024132831907,0.0011816414219778526
ENSG00000123146,-1.2802430999687364,0.001179869772311326
ENSG00000177105,-1.280248166575679,0.0011748031653686652
ENSG00000167969,-1.2802485712004,0.0011743985406478252
ENSG00000022840,-1.2802562790909078,0.0011666906501399676
ENSG00000109180,-1.2802569324042774,0.0011660373367703425
ENSG00000182378,-1.2802572746605378,0.0011656950805098987
ENSG00000147955,-1.2802574272975666,0.0011655424434811046
ENSG00000132549,-1.2802581672041582,0.0011648025368895532
ENSG00000165714,-1.2802595699759352,0.0011633997651125938
ENSG00000151233,-1.2825859682401188,-0.0011629984990710884
ENSG00000050426,-1.2802601722937963,0.0011627974472514513
ENSG00000068305,-1.2825857447153877,-0.0011627749743399196
ENSG00000173114,-1.2825794385221985,-0.0011564687811507213
ENSG00000204564,-1.2802677578255115,0.0011552119155362472
ENSG00000026297,-1.2802697994367993,0.001153170304248441
ENSG00000101745,-1.2825739608751339,-0.0011509911340861212
ENSG00000197448,-1.2802757818840595,0.0011471878569881966
ENSG00000102119,-1.2802757818840595,0.0011471878569881966
ENSG00000143537,-1.2825699981258194,-0.0011470283847716534
ENSG00000105677,-1.2825686338011866,-0.001145664060138829
ENSG00000185825,-1.2802821062941625,0.001140863446885243
ENSG00000101109,-1.2802893969673692,0.0011335727736785373
ENSG00000171159,-1.2802915633248624,0.0011314064161853654
ENSG00000104518,-1.2825542038669806,-0.0011312341259328562
ENSG00000206053,-1.2802927613345543,0.0011302084064934714
ENSG00000120899,-1.280294498957303,0.0011284707837446728
ENSG00000102245,-1.2825500600400237,-0.0011270902989759524
ENSG00000198721,-1.2825474276082607,-0.0011244578672129357
ENSG00000111832,-1.2825412528040518,-0.0011182830630040996
ENSG00000118418,-1.280308466114883,0.0011145036261648311
ENSG00000265808,-1.2803118505863635,0.0011111191546842036
ENSG00000124155,-1.2803131742344727,0.0011097955065750842
ENSG00000094631,-1.282527412594536,-0.0011044428534883188
ENSG00000095209,-1.282524668176507,-0.001101698435459264
ENSG00000162384,-1.2825222765353697,-0.0010993067943219081
ENSG00000118246,-1.2803242904357788,0.001098679305268968
ENSG00000167461,-1.2803244427449885,0.0010985269960592792
ENSG00000139668,-1.280324977330928,0.0010979924101197636
ENSG00000159231,-1.2803252642347411,0.0010977055063066121
ENSG00000138138,-1.2825173316795164,-0.0010943619384686798
ENSG00000164111,-1.2825168203513782,-0.0010938506103304046
ENSG00000171067,-1.2825146228336743,-0.0010916530926265988
ENSG00000122515,-1.2803322763472866,0.0010906933937611107
ENSG00000173846,-1.2803357840730172,0.0010871856680305658
ENSG00000141002,-1.2803390210335885,0.0010839487074592036
ENSG00000184992,-1.2825052430000135,-0.0010822732589657047
ENSG00000160785,-1.2825028310710564,-0.0010798613300087023
ENSG00000126882,-1.2803444995500612,0.0010784701909865024
ENSG00000156795,-1.280345236320556,0.0010777334204916666
ENSG00000132824,-1.2803466766081042,0.001076293132943551
ENSG00000163719,-1.282495277392196,-0.0010723076511482965
ENSG00000178980,-1.2803558831165298,0.0010670866245179322
ENSG00000121594,-1.2824837083507752,-0.0010607386097274407
ENSG00000131446,-1.2803645823892202,0.0010583873518275055
ENSG00000101150,-1.2824802354299425,-0.0010572656888947485
ENSG00000146067,-1.2824802082841604,-0.0010572385431126818
ENSG00000186130,-1.280367486305552,0.0010554834354956633
ENSG00000164430,-1.282477499470363,-0.00105452972931519
ENSG00000169018,-1.2824755108552643,-0.0010525411142165986
ENSG00000113384,-1.2803710498583585,0.0010519198826892673
ENSG00000166803,-1.28247368212191,-0.0010507123808622953
ENSG00000095485,-1.280373226766339,0.0010497429747087228
ENSG00000140743,-1.2803735559818985,0.0010494137591492425
ENSG00000221963,-1.2803759199224831,0.001047049818564627
ENSG00000131238,-1.2824698764058236,-0.001046906664775804
ENSG00000090686,-1.2803781575152842,0.0010448122257635806
ENSG00000069493,-1.2824669539876439,-0.0010439842465961302
ENSG00000120656,-1.2824665588692825,-0.0010435891282347676
ENSG00000119684,-1.282463856119292,-0.0010408863782442879
ENSG00000087470,-1.280383964582433,0.0010390051586146587
ENSG00000029153,-1.2803845827054943,0.0010383870355534786
ENSG00000196683,-1.280386676390234,0.0010362933508136773
ENSG00000179021,-1.2803888244862085,0.0010341452548392471
ENSG00000117724,-1.2824548623762133,-0.0010318926351655655
ENSG00000198692,-1.2824541524106101,-0.0010311826695623694
ENSG00000164691,-1.2803939975582042,0.0010289721828435905
ENSG00000108587,-1.2824497519829905,-0.0010267822419427475
ENSG00000174004,-1.2803981566096798,0.0010248131313679298
ENSG00000072210,-1.2824427967247165,-0.001019826983668759
ENSG00000130382,-1.282442182491728,-0.0010192127506802873
ENSG00000117335,-1.2804111158572862,0.001011853883761571
ENSG00000107201,-1.2804119266931415,0.0010110430479062238
ENSG00000117419,-1.2824314662419254,-0.0010084965008776425
ENSG00000108639,-1.2824309251267074,-0.0010079553856596757
ENSG00000213445,-1.282430617277394,-0.0010076475363463011
ENSG00000162734,-1.2824299990464665,-0.0010070293054187385
ENSG00000115839,-1.280418779940127,0.0010041898009207628
ENSG00000113441,-1.280424835831841,0.0009981339092066666
ENSG00000136280,-1.280426858662569,0.0009961110784788563
ENSG00000164172,-1.2804270918363507,0.0009958779046970179
ENSG00000144791,-1.2804356845944878,0.0009872851465599908
ENSG00000138744,-1.2824097553129927,-0.0009867855719449814
ENSG00000198951,-1.2824056422223882,-0.0009826724813404297
ENSG00000197275,-1.280444494013785,0.0009784757272628397
ENSG00000162909,-1.2804500251570803,0.0009729445839674611
ENSG00000106780,-1.2804513060833103,0.0009716636577374871
ENSG00000047346,-1.2804549517422563,0.0009680179987914261
ENSG00000154059,-1.282390745243177,-0.0009677755021293422
ENSG00000101347,-1.282390014926624,-0.0009670451855763318
ENSG00000011485,-1.2804575208759803,0.000965448865067442
ENSG00000275052,-1.2823843982392036,-0.0009614284981558363
ENSG00000165512,-1.2823826078860814,-0.0009596381450336366
ENSG00000163412,-1.28238235553627,-0.0009593857952221452
ENSG00000104643,-1.282375988591437,-0.0009530188503892312
ENSG00000142684,-1.282357262207675,-0.0009342924666273511
ENSG00000114956,-1.2804922063887278,0.0009307633523198966
ENSG00000186891,-1.2823510768120756,-0.0009281070710278616
ENSG00000186810,-1.2804996542606297,0.0009233154804180188
ENSG00000119912,-1.282340219332132,-0.0009172495910843015
ENSG00000018510,-1.2823389483407377,-0.0009159785996899483
ENSG00000159202,-1.2805117398659305,0.0009112298751172698
ENSG00000180776,-1.2823297047948492,-0.0009067350538014551
ENSG00000169967,-1.2823283384690267,-0.0009053687279789724
ENSG00000204264,-1.2823179245563414,-0.0008949548152936693
ENSG00000111860,-1.2823153192715582,-0.0008923495305104279
ENSG00000134899,-1.2805363673084569,0.0008866024325908661
ENSG00000009780,-1.2823068960581026,-0.0008839263170548062
ENSG00000144118,-1.2805397255532993,0.0008832441877484332
ENSG00000155508,-1.28054105855643,0.0008819111846176675
ENSG00000111843,-1.280541340591094,0.000881629149953822
ENSG00000198937,-1.2823042974421794,-0.0008813277011316956
