target,max_cooks_distance,max_leverage
ENSG00000049883,0.0010450422622926827,0.0013485327820317204
ENSG00000160318,0.0010401786538925181,0.0013167987037174293
ENSG00000141646,0.0010218212563517595,0.0036358382934142857
ENSG00000111716,0.0010181247259287137,0.004521590673626902
ENSG00000196591,0.0010179424041790617,0.003786712112457628
ENSG00000158773,0.0010163799126976538,0.007852522375625736
ENSG00000104205,0.00101095477041044,0.001591090396249701
ENSG00000127528,0.0010080928347531778,0.005027045418568305
ENSG00000124193,0.0009926969571406711,0.0015886668003973093
ENSG00000087088,0.0009896778086343852,0.0018309508482291204
ENSG00000134809,0.0009856546819798433,0.002682349480775604
ENSG00000177606,0.0009839496265776821,0.011537315643962456
ENSG00000106028,0.000979840939498105,0.0013464562661468123
ENSG00000183354,0.00097868286639896,0.0017984416547330692
ENSG00000162694,0.0009763355065625168,0.0015251967050939992
ENSG00000130244,0.0009737012626639958,0.0014594975265735655
ENSG00000167136,0.0009718661951815452,0.0022302793172146655
ENSG00000125991,0.0009678427087973056,0.004320848448248244
ENSG00000167685,0.000960077316470069,0.0031883697917648563
ENSG00000205726,0.000959764713786431,0.002099260598286669
ENSG00000187792,0.0009312988888454447,0.0020561710887067155
ENSG00000067369,0.0009311577021911044,0.003378672159849495
ENSG00000104835,0.0009226266153167785,0.001169116954333813
ENSG00000124222,0.0009221569883762278,0.0014721570886786037
ENSG00000026025,0.0009207783174524316,0.0075193891159975185
ENSG00000162227,0.000919493142780117,0.007238870701030623
ENSG00000198093,0.0009137778876965626,0.0018056121223059946
ENSG00000129911,0.0009028965167550197,0.004213711262102836
ENSG00000116016,0.0008962759991489377,0.0028071288601104073
ENSG00000173193,0.0008953450879674827,0.0020809574298876403
ENSG00000257923,0.0008944849594586039,0.001990211846244158
ENSG00000166123,0.0008850341252961874,0.001762960374024586
ENSG00000125952,0.0008792035815715452,0.0029578177757514958
ENSG00000131759,0.0008750864121518948,0.003906153522558522
ENSG00000099917,0.0008721535151894741,0.004540447241626124
ENSG00000126249,0.0008703023021610005,0.0012518002112149075
ENSG00000114166,0.000865200651825069,0.002976218014882016
ENSG00000106615,0.0008616769553790585,0.001665996115917206
ENSG00000183048,0.0008573744842603351,0.0013977069200520461
ENSG00000172216,0.0008569743087763026,0.00632756722095249
ENSG00000168610,0.0008556642546529323,0.014092484260603007
ENSG00000142197,0.0008446681363244805,0.002264353847437233
ENSG00000188157,0.0008334551818885312,0.0017464636973758003
ENSG00000198646,0.0008251753506470742,0.002488896602321868
ENSG00000170581,0.0008206738390880811,0.003057128218822259
ENSG00000136240,0.0008167085331489433,0.0013362407189056005
ENSG00000185651,0.0008137024050750234,0.002081158123543135
ENSG00000186951,0.0008100257301997628,0.004557430182058145
ENSG00000184357,0.0008080356111140625,0.003217940221633564
ENSG00000171793,0.0007985414309050483,0.0020920467529378615
ENSG00000164754,0.0007875976230706016,0.002115433265865443
ENSG00000169981,0.0007844016893926685,0.0014088513719650367
ENSG00000163659,0.0007726455410765324,0.0014417767844414455
ENSG00000116478,0.0007697762323809014,0.007899222975931063
ENSG00000141968,0.0007676377076862056,0.00919123512582388
ENSG00000171223,0.000764394655576817,0.003271897353383807
ENSG00000274180,0.0007635858809213997,0.0025151705097317643
ENSG00000142453,0.0007619357712227951,0.0023008587019783013
ENSG00000106682,0.0007616048792347179,0.002132983117086645
ENSG00000029993,0.0007602870389749105,0.0013173514517100231
ENSG00000125485,0.0007589377290869241,0.0012457034885284904
ENSG00000173153,0.0007516389710975557,0.0018853866537349507
ENSG00000165312,0.0007481958883628018,0.0018029914907680567
ENSG00000156253,0.0007440816281891831,0.0013279528205130567
ENSG00000122694,0.0007371844665966414,0.0015399904301524737
ENSG00000147140,0.0007302542241691937,0.003344375287143211
ENSG00000112039,0.000727212297126286,0.0019955749648482165
ENSG00000172466,0.0007263344597773476,0.0026916487430511545
ENSG00000198945,0.0007031528727781127,0.0012731850382797147
ENSG00000136783,0.000700669835683671,0.0012415879838489805
ENSG00000084676,0.0006885125559748702,0.003158939417435749
ENSG00000129933,0.0006861749395833671,0.0012585834207242028
ENSG00000170515,0.0006758406556886225,0.003968507036210216
ENSG00000107815,0.0006718726041241004,0.0019487322199696403
ENSG00000156675,0.0006717944158349287,0.002250987578391736
ENSG00000213096,0.0006710908823765239,0.001966555407287872
ENSG00000156471,0.0006690950066458654,0.0015591866692699831
ENSG00000108961,0.0006665468482968844,0.001113316176923558
ENSG00000204498,0.0006586018162083288,0.0028607617124373434
ENSG00000114030,0.0006531131391805119,0.0020159714713922266
ENSG00000139726,0.0006530533683256862,0.0019312743624774135
ENSG00000120738,0.0006528152782328373,0.008983312106866278
ENSG00000124587,0.0006525661109005775,0.0014792841167291595
ENSG00000115966,0.0006503071036170172,0.005982075536393087
ENSG00000111642,0.0006495011499302143,0.005103981312644748
ENSG00000203667,0.0006379658189609524,0.0014261649300992033
ENSG00000166261,0.0006310145589604101,0.003533421646651206
ENSG00000188612,0.0006302182974191149,0.0016094101964320457
ENSG00000213281,0.0006265640944311899,0.0033609551106164653
ENSG00000108788,0.0006242902276583493,0.004179796829689727
ENSG00000139687,0.000623751214997242,0.004568639160524037
ENSG00000188895,0.0006236592170328216,0.0014273628281257188
ENSG00000103363,0.0006235088484060212,0.004625778978415542
ENSG00000119471,0.0006211386276665745,0.0037491372158820467
ENSG00000263001,0.00062103289262554,0.0033084383104258867
ENSG00000116711,0.0006161018171132987,0.0016395077066102726
ENSG00000162298,0.0006160590870669043,0.0012762616834048604
ENSG00000166507,0.0006143220460106482,0.0014813914725210747
ENSG00000116667,0.0006093633625641774,0.0013921196994806696
ENSG00000152620,0.0006065171474040599,0.0012043963749999167
ENSG00000166166,0.0006020234229524043,0.0011562854481128031
ENSG00000023287,0.0006002081195236591,0.0032666670179577685
ENSG00000186834,0.0005980360376987559,0.003589441803537259
ENSG00000170634,0.0005961292446254079,0.0015774015598125643
ENSG00000204256,0.0005945972609957498,0.0024016731383503923
ENSG00000138684,0.0005936484370588194,0.0016044093119473015
ENSG00000146918,0.0005924551455245115,0.0023186275852722722
ENSG00000143761,0.0005892390727296492,0.0016421080298777058
ENSG00000066044,0.000579779719479081,0.0053851850114423295
ENSG00000118689,0.0005769520645504491,0.004586975465922162
ENSG00000197442,0.0005763725033499405,0.001297452090247071
ENSG00000104856,0.0005718959475710524,0.0037608165666121796
ENSG00000205581,0.0005696220817960564,0.0038401374750090503
ENSG00000165724,0.0005690652428832979,0.0012403697479263674
ENSG00000198517,0.0005684173432711751,0.003525391612867191
ENSG00000170684,0.0005670687744927529,0.0009998532076236466
ENSG00000105866,0.0005648805026906397,0.0019028105864879615
ENSG00000156050,0.000564417735390632,0.0020057460617307244
ENSG00000185650,0.0005615109375465018,0.0035155829689160157
ENSG00000123338,0.000554491998713715,0.00306732063190661
ENSG00000187231,0.0005526544325688958,0.00146913103780845
ENSG00000151687,0.0005502656540509,0.0021955772175216892
ENSG00000184634,0.0005429705434593534,0.009721371657678073
ENSG00000107643,0.000539897275652567,0.0011657248420233325
ENSG00000141564,0.000538871547498112,0.001825625090022999
ENSG00000247596,0.0005351107347566019,0.002033833557679753
ENSG00000144535,0.0005299565646138184,0.0016761701399029543
ENSG00000049249,0.0005297725168547553,0.0014457513029698507
ENSG00000162517,0.0005275037159312776,0.001696303658049688
ENSG00000139146,0.0005263035826306796,0.0013008101833784117
ENSG00000114125,0.0005235493237847886,0.0012207754269778263
ENSG00000088986,0.0005234682053478377,0.0011925721899336684
ENSG00000100425,0.0005233472351173523,0.001901022786796932
ENSG00000138629,0.0005221841651380341,0.0020771897718709323
ENSG00000185340,0.0005218938734129848,0.002001166685255824
ENSG00000100219,0.0005196807274542485,0.0035118903950851774
ENSG00000105185,0.0005177285957620855,0.004729356334313388
ENSG00000168036,0.000516180646735391,0.0036205849869275575
ENSG00000120694,0.0005156202742731884,0.0025741513663472284
ENSG00000107175,0.0005154442021363116,0.0035164941439933227
ENSG00000112182,0.0005134198215674364,0.0029790270909536257
ENSG00000152382,0.0005115186063450609,0.005109951026381337
ENSG00000169016,0.0005110230334619624,0.002402735167771026
ENSG00000027001,0.0005104106187995242,0.0017823268658925247
ENSG00000095794,0.0005099392983442276,0.004942092099790832
ENSG00000163125,0.0005059154374401023,0.0026065604239787336
ENSG00000183337,0.0005028460751193406,0.00272750072494419
ENSG00000130749,0.000500735433107838,0.0024087083626051667
ENSG00000072736,0.000495346512094446,0.004125798685609854
ENSG00000162613,0.0004930383508393865,0.0031659888287738957
ENSG00000132170,0.00048687035940120956,0.007204599049223078
ENSG00000173588,0.0004865832586307634,0.001313353531953863
ENSG00000140464,0.00048556706296004365,0.0030889017817578124
ENSG00000176476,0.00048459656594094293,0.007897003426425938
ENSG00000147324,0.0004844224361882241,0.002234257713835505
ENSG00000161021,0.00048199953310579653,0.0029645225968952483
ENSG00000166598,0.00047861278881066225,0.002054664355224419
ENSG00000166432,0.00047801022416039523,0.0029666205501581154
ENSG00000126561,0.00047770038838190493,0.0026074537769443535
ENSG00000180448,0.00047712436056699395,0.001848277426031219
ENSG00000141956,0.0004734324866920924,0.0011338781757355223
ENSG00000178127,0.00047201382610427686,0.0011939849653242727
ENSG00000121741,0.00046967825344625233,0.002044996587711931
ENSG00000182831,0.0004683314989566475,0.0018079763609740028
ENSG00000177426,0.0004676212294952938,0.003899280362866109
ENSG00000185896,0.0004672409888663395,0.0021066800016891277
ENSG00000232119,0.00046413283568386875,0.0012334052300636493
ENSG00000005339,0.000461783915181228,0.00574684231174562
ENSG00000143033,0.0004613052002999855,0.0012583959800124454
ENSG00000029153,0.00046108339142597886,0.0046204126072660525
ENSG00000145220,0.0004608288486023895,0.0013341774400987758
ENSG00000120686,0.00045941812334239447,0.0020750490001146113
ENSG00000095564,0.0004589967034603436,0.0033978037366236198
ENSG00000213658,0.00045845371109103387,0.011935383762831632
ENSG00000067082,0.0004582895415927724,0.0033910722712423764
ENSG00000197798,0.0004569012348172504,0.0013926169316661836
ENSG00000129932,0.0004565711497901551,0.00211004011255742
ENSG00000152217,0.00045496542028562867,0.0023134883544607067
ENSG00000065029,0.00045357843700525636,0.0027012789085501445
ENSG00000156983,0.00045354222530834157,0.004535430235954351
ENSG00000164190,0.00045338991005528325,0.0018837063864272237
ENSG00000118260,0.0004504551485075824,0.007934117659565348
ENSG00000184481,0.000449314268317927,0.0023485176020855963
ENSG00000132463,0.0004483959661746377,0.0017125949474512713
ENSG00000138668,0.00044391333527891015,0.005017415866864337
ENSG00000101189,0.00044319374126271124,0.0015035500784959944
ENSG00000110696,0.0004426840658711608,0.0026069653532021456
ENSG00000149187,0.00044266182472785985,0.0037097212549753707
ENSG00000137218,0.0004418382813989858,0.001616342649587344
ENSG00000198492,0.0004413196360054401,0.0024100086142608114
ENSG00000143450,0.00044111868388734096,0.0016996172114538313
ENSG00000114978,0.00044111677399459836,0.001694008695209388
ENSG00000173559,0.0004404524232565516,0.001459469060914212
ENSG00000102710,0.00043928976639359755,0.004230946106607594
ENSG00000172943,0.00043831754688555493,0.0033972418828359667
ENSG00000127616,0.00043660431045689586,0.0024845984878911036
ENSG00000188266,0.0004365214467435281,0.001316688821869215
ENSG00000167182,0.0004356812102395806,0.0032365289452246848
ENSG00000164045,0.0004342491028853074,0.0014779471644236764
ENSG00000184675,0.0004297349731849188,0.0017183720913435871
ENSG00000005469,0.0004257573800652327,0.005679777139834594
ENSG00000156239,0.00042300970819336193,0.0016386270602317227
ENSG00000132768,0.0004228623212701899,0.0014633642443893475
ENSG00000196476,0.00042065083473487704,0.0015970415105125975
ENSG00000100395,0.0004206266430720989,0.0035177254896726464
ENSG00000150527,0.0004204257395648889,0.0012183447439769646
ENSG00000111530,0.00041863084055764993,0.0022307885765370144
ENSG00000136167,0.0004185853913816405,0.0013103649551813345
ENSG00000107485,0.00041678162105254687,0.00902702263887565
ENSG00000135334,0.00041622211786366517,0.0015771234053435612
ENSG00000119899,0.00041550064320983827,0.0016385984608361867
ENSG00000265972,0.00041457185993482417,0.0013525413933861685
ENSG00000073861,0.0004132579286723342,0.0036097650814155514
ENSG00000127483,0.000412083141643434,0.0017035562842498888
ENSG00000049656,0.0004114863938781051,0.0023027629070683057
ENSG00000135070,0.0004109502719552444,0.0012730438815757737
ENSG00000048740,0.0004105521711947132,0.0011989608124230032
ENSG00000025156,0.0004104867248832662,0.0021389924960604077
ENSG00000177728,0.0004094508602283015,0.0009417858294691933
ENSG00000167283,0.0004091775591755391,0.0017767050020646876
ENSG00000104904,0.00040751052352136876,0.004430231288924379
ENSG00000059804,0.0004072007731523171,0.0026199709327941025
ENSG00000135932,0.00040715422541334165,0.0016811505080697943
ENSG00000058799,0.0004047063783054062,0.002312404343357544
ENSG00000131845,0.00040423992415770097,0.0011930085461652655
ENSG00000167522,0.0004037552678950391,0.0012556179477308726
ENSG00000119048,0.0004036360273966448,0.0020351213698348346
ENSG00000179750,0.0004014969538466824,0.0023290048768756094
ENSG00000170759,0.0003995443100026761,0.0011418910098645505
ENSG00000108840,0.0003994063163198138,0.0024254609262471
ENSG00000038358,0.0003989275004791053,0.0009669282592364532
ENSG00000134107,0.00039745587648364473,0.005075331964870854
ENSG00000139679,0.000395530016602639,0.002281048662632271
ENSG00000113838,0.00039526904816394995,0.001058961681054272
ENSG00000143179,0.0003939929940946368,0.0008313063880418473
ENSG00000188229,0.00039143505560147897,0.002000142942093827
ENSG00000137265,0.00038998751992536335,0.005288939073325452
ENSG00000173917,0.0003898861070541722,0.0013091837283748234
ENSG00000068305,0.00038952298755137434,0.002239898213935038
ENSG00000129625,0.0003880082071089914,0.0009393267694924119
ENSG00000104419,0.0003877840209987635,0.0030666714597792142
ENSG00000095787,0.00038744140701039764,0.0031098406218273747
ENSG00000122122,0.000386518398844326,0.0010311077723648542
ENSG00000114650,0.00038647780411564476,0.0010510019140741729
ENSG00000134574,0.00038588702152967557,0.0024532510409784295
ENSG00000080822,0.00038465198390969017,0.001780851223198482
ENSG00000121940,0.00038347846722449925,0.0011885502944660646
ENSG00000143418,0.0003814569673018152,0.0013549875735187217
ENSG00000185730,0.0003810223750472354,0.0011080177649526117
ENSG00000124782,0.0003797813788549403,0.00359557900335663
ENSG00000081237,0.00037944248712313666,0.007203815566051359
ENSG00000154642,0.0003768032248231151,0.004337330071646531
ENSG00000154229,0.0003758857511622122,0.0018177095693375999
ENSG00000046651,0.0003751818070438537,0.0010244409511998092
ENSG00000148690,0.00037349997241750894,0.0012068105380919167
ENSG00000122566,0.0003734811959194533,0.004492962544708946
ENSG00000108406,0.0003733351934369673,0.0006607443839691267
ENSG00000174437,0.0003724131095372658,0.007140537445751575
ENSG00000269556,0.00037180662414838307,0.0011182432941043772
ENSG00000162909,0.0003704460050526326,0.0021015324359896976
ENSG00000116906,0.00037036167542671276,0.0028883007429429354
ENSG00000083312,0.00036992464620216853,0.0020278365426824605
ENSG00000118513,0.0003698550729675926,0.005519382021916065
ENSG00000100749,0.0003694314667052846,0.0011190008846208132
ENSG00000109685,0.0003690971623238747,0.00405509449312571
ENSG00000184992,0.0003686270627201016,0.00105936897588138
ENSG00000109971,0.00036454362683512016,0.0024737697748245103
ENSG00000127511,0.00036414135450339046,0.0017408643955203872
ENSG00000163600,0.0003602796524686553,0.003311699441846535
ENSG00000164091,0.0003601665461525188,0.0057495610039425
ENSG00000113615,0.00035892879892864243,0.0016149555391965391
ENSG00000156599,0.000358371355487716,0.0015439258608785655
ENSG00000159884,0.0003579789280453093,0.0009338024579619341
ENSG00000136731,0.0003579186539275839,0.0015441350343482106
ENSG00000077150,0.0003571852607872414,0.0028865840443725132
ENSG00000164400,0.0003567015522401727,0.0029013302835193154
ENSG00000048392,0.0003560058471038504,0.003032188712217076
ENSG00000169139,0.0003556764128721818,0.003836075713518785
ENSG00000009307,0.0003555192547312754,0.0018644861284894878
ENSG00000130706,0.00035491190309340016,0.0010922594268760126
ENSG00000205060,0.00035307041126695726,0.0012667455938310107
ENSG00000163472,0.00035215552638802984,0.0014518091557185208
ENSG00000113580,0.00035187198503166216,0.0044867076149117105
ENSG00000141401,0.00035151994292948764,0.0008664756984483382
ENSG00000104047,0.0003510654882994992,0.00137714671870365
ENSG00000189043,0.0003510262433735727,0.00263319733090863
ENSG00000117036,0.00035079964409356836,0.00239429911699489
ENSG00000162772,0.00035000080797169855,0.0028974061960805706
ENSG00000178057,0.00034739407484001933,0.001712159778306813
ENSG00000104983,0.00034552872875175095,0.0008085663316824743
ENSG00000164494,0.0003438890286327085,0.0017018226286539088
ENSG00000108963,0.00034372781398560467,0.0013947578457922593
ENSG00000136802,0.0003415567375384766,0.0015713863025245362
ENSG00000267796,0.00034119301870774016,0.0012067808970033136
ENSG00000134516,0.0003408603359355292,0.0016784747039762671
ENSG00000147853,0.00034035300112106163,0.0015357002540743016
ENSG00000164442,0.00034009364382178297,0.0012252054375109995
ENSG00000085274,0.0003395667361969909,0.0008449572319966464
ENSG00000139428,0.00033945682812983453,0.0011093873787894736
ENSG00000128340,0.00033912604715313603,0.0012901366119433843
ENSG00000132003,0.000338309885055198,0.001492947124135472
ENSG00000101082,0.00033798024357721367,0.0037180839212871183
ENSG00000105771,0.0003376466969359928,0.0008642449936311942
ENSG00000185716,0.00033553910836564945,0.0008251693829451079
ENSG00000197111,0.0003350119822283785,0.0013192448082297954
ENSG00000166888,0.0003349568163159769,0.005076881781998614
ENSG00000119965,0.0003323540455015308,0.0006557873512808938
ENSG00000105220,0.0003319242788743018,0.0018488311304780747
ENSG00000151702,0.0003315149602995289,0.0036514937742620954
ENSG00000109332,0.00033129411919155896,0.0015606191700844347
ENSG00000187531,0.00033045640700615216,0.0017850410270070104
ENSG00000116874,0.0003297544213689336,0.0011864534710197224
ENSG00000146757,0.0003294526467257109,0.001338880919278245
ENSG00000125304,0.0003294432958460059,0.0010406368125356104
ENSG00000196712,0.00032718033479436996,0.00268765464147167
ENSG00000123395,0.00032652385032635854,0.0009606523458485105
ENSG00000169180,0.0003263497552784171,0.001027767909558801
ENSG00000160785,0.00032563314584065236,0.0036759871957461293
ENSG00000089063,0.0003252395118815354,0.0015395096940085896
ENSG00000256269,0.00032521368760103343,0.0010292702969487753
ENSG00000072415,0.00032476447213105556,0.00225520763593586
ENSG00000183813,0.0003234104114772081,0.0021036992999822106
ENSG00000072401,0.00032261307497886835,0.0007508039568015827
ENSG00000148229,0.0003219812369453532,0.001122893823658771
ENSG00000156515,0.00032177939224408423,0.0009492991340915236
ENSG00000011478,0.00032155575384871447,0.001209695312033469
ENSG00000167618,0.00032053648892640285,0.001746649911954636
ENSG00000130560,0.00031946199030843643,0.0010266229461526769
ENSG00000165699,0.00031903273270712855,0.0022775754354657832
ENSG00000198826,0.00031801320251069486,0.001751247328363133
ENSG00000075415,0.0003175837123399773,0.000979170118009523
ENSG00000070495,0.0003171581711794812,0.000929227016069467
ENSG00000102034,0.00031669198065791216,0.002414136039190438
ENSG00000147454,0.00031650805252894437,0.0007268858682365342
ENSG00000168286,0.00031607178684999463,0.0010765472516960878
ENSG00000155959,0.0003158346635455054,0.00106820812608417
ENSG00000028277,0.0003158085217417065,0.002198662450668239
ENSG00000122971,0.00031467412821576063,0.0011465749528528609
ENSG00000135040,0.0003144691466012282,0.0009890208145689181
ENSG00000147526,0.00031404231282706433,0.0011915100816819045
ENSG00000124201,0.00031276136530965134,0.0006685007495019369
ENSG00000119402,0.00031261425742786636,0.0010410840311685494
ENSG00000102172,0.0003119413907421624,0.001452731102073378
ENSG00000176371,0.0003113608221409232,0.001326805012958308
ENSG00000128567,0.00031110467114492656,0.0018556418496320762
ENSG00000111537,0.00030935110420023993,0.004380886310173515
ENSG00000139921,0.0003089641723894217,0.002245705719653828
ENSG00000077420,0.000308202797451387,0.0015344743884690138
ENSG00000156500,0.0003076576610551878,0.0007756813120259193
ENSG00000100644,0.00030729819878041445,0.011322368836248323
ENSG00000172301,0.0003070071259714164,0.0015461965720613901
ENSG00000175324,0.00030691352639729947,0.0008992844025042842
ENSG00000163344,0.00030599464979527805,0.006911246065011837
ENSG00000138621,0.0003055242297817074,0.0009029410875094786
ENSG00000168404,0.0003051819410316112,0.0025635710460581965
ENSG00000185619,0.0003047404167939963,0.001104917150579145
ENSG00000101811,0.0003044059481745899,0.0007729333092723214
ENSG00000172171,0.00030348696380744434,0.0011591739249655175
ENSG00000123124,0.00030275908122340235,0.0022917274781305216
ENSG00000092148,0.00030247270338683665,0.0010309365496961583
ENSG00000174718,0.0003018803562661916,0.0016197519701110627
ENSG00000145675,0.000301550135595657,0.0020253302187294483
ENSG00000104613,0.00030147721420359456,0.0018594171130164759
ENSG00000090905,0.0003011392489569376,0.0016060569575062345
ENSG00000131591,0.0003004270500740747,0.0008898956927098461
ENSG00000187257,0.0003003827206514366,0.0014574590107572574
ENSG00000155380,0.00029948009604810873,0.000974271354531907
ENSG00000135002,0.0002984597848650691,0.0014341651440774952
ENSG00000128596,0.00029834077191770827,0.0014041341865479687
ENSG00000186480,0.0002981962246726784,0.0017359470046823134
ENSG00000124496,0.0002981734471781915,0.0020360815405815113
ENSG00000198860,0.0002979986267996488,0.0006759436640729832
ENSG00000126775,0.0002977416184473128,0.0012901170639539642
ENSG00000124783,0.0002972014480605311,0.0012393651091884214
ENSG00000091732,0.00029696550788250184,0.0018331218491636687
ENSG00000169926,0.00029648230371943864,0.0033824378002905186
ENSG00000172086,0.0002961931788693528,0.0015563519200656464
ENSG00000148343,0.0002960783050500046,0.0011236945041394992
ENSG00000118971,0.00029502530618436186,0.0010036408877316261
ENSG00000100591,0.0002948513519678643,0.0010563193868063608
ENSG00000160584,0.0002942524302147511,0.002478959552435986
ENSG00000178562,0.00029295464414445295,0.0025139866290851383
ENSG00000167671,0.0002928393868267806,0.0017776069878045401
ENSG00000170836,0.0002922233760948068,0.0011536614523229606
ENSG00000101160,0.0002919103341378541,0.0011822832047318867
ENSG00000169032,0.0002914927917034281,0.0017670951912546133
ENSG00000278540,0.0002910338837006396,0.000759224115701668
ENSG00000179364,0.00029058065477909886,0.0013236137037163913
ENSG00000082641,0.0002901034635703287,0.00284334188822628
ENSG00000153561,0.00029003286884498323,0.0017506567001042725
ENSG00000188186,0.00028894735611655,0.0011840251091032135
ENSG00000139505,0.0002878679757087209,0.000983665083547743
ENSG00000148824,0.00028783071909641017,0.0013646972349215267
