source_id	source_type	accession	version	provider	official_url	publication	population_or_state	genome_build	data_availability	fine_mapping_availability	license	license_url	local_outcome_available	full_summary_statistics_url	full_summary_statistics_metadata_url	full_summary_statistics_file_name	full_summary_statistics_file_format	full_summary_statistics_file_size_bytes	file_metadata_variant_count	catalog_reported_variant_count	provider_checksum	provider_checksum_algorithm	checksum_status	outcomes_inspected_before_freeze	outcome_unopened	opened_in_this_screen	source_gate_status	failure_reason	metadata_retrieval_date	hash_basis	provisional_metadata_sha256
SRC011	gwas_summary_statistics	GCST90476186	GWAS_Catalog_2026-09-04	EMBL-EBI GWAS Catalog	https://www.ebi.ac.uk/gwas/studies/GCST90476186	PMID:39024449	European - United States	GRCh38	official_full_summary_file_metadata_verified_outcome_unopened	derivable_after_opening	EMBL-EBI terms of use	https://www.ebi.ac.uk/about/terms-of-use	false	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90476001-GCST90477000/GCST90476186/GCST90476186.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90476001-GCST90477000/GCST90476186/GCST90476186.tsv.gz-meta.yaml	GCST90476186.tsv.gz	GWAS-SSF v1.0	588055445	unavailable	44300000	72c556837df9e1d3df092a484d3a4449	MD5	provider_md5_listed_not_verified	false	true	false	fail	PheCode 696 includes psoriasis and related disorders and does not isolate the frozen phenotype.	2026-09-14	source_metadata_v2	8bef1cf6a97d3054bc446926d3ee83d87b204dfccd7090f3d758e2d1f770deb4
SRC012	gwas_summary_statistics	GCST90476228	GWAS_Catalog_2026-09-04	EMBL-EBI GWAS Catalog	https://www.ebi.ac.uk/gwas/studies/GCST90476228	PMID:39024449	European - United States	GRCh38	official_full_summary_file_metadata_verified_outcome_unopened	derivable_after_opening	EMBL-EBI terms of use	https://www.ebi.ac.uk/about/terms-of-use	false	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90476001-GCST90477000/GCST90476228/GCST90476228.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90476001-GCST90477000/GCST90476228/GCST90476228.tsv.gz-meta.yaml	GCST90476228.tsv.gz	GWAS-SSF v1.0	589041576	unavailable	44300000	5279e059222e5bac13de9c3ff6a2a0a5	MD5	provider_md5_listed_not_verified	false	true	false	fail	PheCode 714 includes rheumatoid arthritis and other inflammatory disorders.	2026-09-14	source_metadata_v2	a6ddbdd62d7b0d3bffa03924c34e9405f7cd5f46fef20e7a8e3ccd86c7e0cde1
SRC013	gwas_summary_statistics	GCST90077810	GWAS_Catalog_2026-09-04	EMBL-EBI GWAS Catalog	https://www.ebi.ac.uk/gwas/studies/GCST90077810	PMID:34662886	European - United Kingdom	GRCh38	official_file_listed_genome_wide_completeness_unavailable	unavailable_due_unverified_complete_statistics	CC0 1.0	https://creativecommons.org/publicdomain/zero/1.0/	false	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90077001-GCST90078000/GCST90077810/GCST90077810_buildGRCh38.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90077001-GCST90078000/GCST90077810/GCST90077810_buildGRCh38.tsv.gz-meta.yaml	GCST90077810_buildGRCh38.tsv.gz	pre-GWAS-SSF	15730825	unavailable	458873	d88178ef543173bf94e12b08b26ddbb5	MD5	provider_md5_listed_not_verified	false	true	false	unavailable	Genome-wide completeness is unavailable from outcome-free file metadata, so the frozen H27 opening gate cannot pass.	2026-09-14	source_metadata_v2	d84334df16d253d40fa0cfa49437109f3bb0a03bc860c7a7d7571d853648b582
SRC014	gwas_summary_statistics	GCST90475661	GWAS_Catalog_2026-09-04	EMBL-EBI GWAS Catalog	https://www.ebi.ac.uk/gwas/studies/GCST90475661	PMID:39024449	European - United States	GRCh38	official_full_summary_file_metadata_verified_outcome_unopened	derivable_after_opening	EMBL-EBI terms of use	https://www.ebi.ac.uk/about/terms-of-use	false	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90475001-GCST90476000/GCST90475661/GCST90475661.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90475001-GCST90476000/GCST90475661/GCST90475661.tsv.gz-meta.yaml	GCST90475661.tsv.gz	GWAS-SSF v1.0	587891021	unavailable	44300000	69682f19801f032bb53f4e1a70449da6	MD5	provider_md5_listed_not_verified	false	true	false	pass		2026-09-14	source_metadata_v2	b17c443bc50f896edcd320644d0cc1bb75e478cf05f9345859c2edcae3fc9509
SRC015	gwas_summary_statistics	GCST90476067	GWAS_Catalog_2026-09-04	EMBL-EBI GWAS Catalog	https://www.ebi.ac.uk/gwas/studies/GCST90476067	PMID:39024449	European - United States	GRCh38	official_full_summary_file_metadata_verified_outcome_unopened	derivable_after_opening	EMBL-EBI terms of use	https://www.ebi.ac.uk/about/terms-of-use	false	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90476001-GCST90477000/GCST90476067/GCST90476067.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90476001-GCST90477000/GCST90476067/GCST90476067.tsv.gz-meta.yaml	GCST90476067.tsv.gz	GWAS-SSF v1.0	595948811	unavailable	44300000	5970617ed4fd1eef28ab2b8fd7de56c3	MD5	provider_md5_listed_not_verified	false	true	false	pass		2026-09-14	source_metadata_v2	d2f8ac7c7e800c255e399305bb01acbf811b6a60504d30ae9c3ef652c0a6083d
SRC016	ld_reference	1000G_NYGC_30X	NYGC_30x_GRCh38_2020	International Genome Sample Resource	https://www.internationalgenome.org/data-portal/data-collections/1000genomes_30x/		2504 unrelated participants; European subset to be fixed before opening	GRCh38	phased_callset_available_not_downloaded	supports_gwas_fine_mapping	IGSR open data and publications policy	https://www.internationalgenome.org/data-portal/faq	false	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable		SHA256	unavailable_outcome_unopened	false	true	false	pass		2026-09-14	source_metadata_v2	c9c3c164b6e9278d3362372b2a4ad1f2f04c863edd82ba633c9bd0443cabd454
SRC017	immune_cell_eqtl	QTS000040	eQTL_Catalogue_release_7_2024-06	eQTL Catalogue	https://www.ebi.ac.uk/eqtl/Data_access/	Nathan_2022	Primary human T cells; 249 donors	GRCh38	complete_gene_cis_eqtl_summary_statistics_available	credible_sets_available	CC BY 4.0	https://www.ebi.ac.uk/eqtl/License/	false	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable		SHA256	unavailable_outcome_unopened	false	true	false	pass		2026-09-14	source_metadata_v2	06bf3ab7db90948d81ba41351a4bf0aac78ce46df34b9cf30d5504f082b184e9
SRC018	immune_cell_eqtl	QTS000041	eQTL_Catalogue_release_7_2024-06	eQTL Catalogue	https://www.ebi.ac.uk/eqtl/Data_access/	Cytoimmgen	Naive and stimulated primary human T cells; 106 donors	GRCh38	complete_gene_cis_eqtl_summary_statistics_available	credible_sets_available	CC BY 4.0	https://www.ebi.ac.uk/eqtl/License/	false	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable		SHA256	unavailable_outcome_unopened	false	true	false	pass		2026-09-14	source_metadata_v2	4bb68dd469fbbefef7899e3c04d9fb734ec130240cf96fdfa00cbd0fca0c4bc8
SRC019	metadata_service	EQTL_CATALOGUE_REST_API	retrieved_2026-09-14	eQTL Catalogue	https://www.ebi.ac.uk/eqtl/Data_access/		metadata service	GRCh38	retired_http_410	not_applicable	CC BY 4.0	https://www.ebi.ac.uk/eqtl/License/	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable		not_applicable	not_applicable	false	true	false	unavailable	REST API retired; official release and data-access pages provide the metadata screen.	2026-09-14	source_metadata_v2	01833ceee5d81d18b1d59a9f725c98a64ce37ac82bffd1589a4bfa50fd0b6ad9
SRC020	state_chromatin_atac	GSE118189	GEO_accession_snapshot_2026-09-14	NCBI GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE118189		Primary human immune cells with unstimulated and stimulated CD4 T-cell states; 175 samples	GRCh38	processed_study_data_available_not_downloaded	not_applicable	NCBI database use policy; study terms apply	https://www.ncbi.nlm.nih.gov/home/about/policies/	false	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable		SHA256	unavailable_outcome_unopened	false	true	false	pass		2026-09-14	source_metadata_v2	7aae74bafd2cbb181c38523a00296aa0fb36b75c48760258e0116060cc6645a8
SRC021	state_chromatin_h3k27ac	GSE244035	GEO_accession_snapshot_2026-09-14	NCBI GEO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE244035	PMID:39663454	Primary human T-cell rest and activation H3K27ac CUT&RUN; 160 samples	GRCh38	processed_study_data_available_not_downloaded	not_applicable	NCBI database use policy; study terms apply	https://www.ncbi.nlm.nih.gov/home/about/policies/	false	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable		SHA256	unavailable_outcome_unopened	false	true	false	pass		2026-09-14	source_metadata_v2	75482edf3bf8de38716c0c973703ec7b51c2668eed270fd27438313e17c69bf8
SRC022	state_chromatin_atac	ENCSR841LHT	released_2022-06-08	ENCODE	https://www.encodeproject.org/experiments/ENCSR841LHT/	DOI:10.17989/ENCSR841LHT	Resting primary human CD4 T cells; one biological replicate	GRCh38	released_data_not_downloaded	not_applicable	ENCODE data use policy	https://www.encodeproject.org/help/citing-encode/	false	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable		SHA256	unavailable_outcome_unopened	false	true	false	fail	Released despite noncompliance with ENCODE quality standards and only one biological replicate.	2026-09-14	source_metadata_v2	ffd8f709dd3ec41a7868623b6497a3df7703601a09914c4d43af79c72d22088a
SRC023	state_chromatin_atac	ENCSR991PBP	released_2021-06-24	ENCODE	https://www.encodeproject.org/experiments/ENCSR991PBP/	DOI:10.17989/ENCSR991PBP	Primary human CD4 T cells activated with anti-CD3 and anti-CD28 for 36 hours; one biological replicate	GRCh38	released_data_not_downloaded	not_applicable	ENCODE data use policy	https://www.encodeproject.org/help/citing-encode/	false	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable		SHA256	unavailable_outcome_unopened	false	true	false	fail	State relevant but unreplicated and insufficient as the locked chromatin source.	2026-09-14	source_metadata_v2	eed9a6b76948a7c196ad733e1307ecb46312069e427357424d73909cc5a96f35
SRC024	state_chromatin_h3k27ac	ENCSR561KOM	released_2013-07-31	ENCODE	https://www.encodeproject.org/experiments/ENCSR561KOM/	DOI:10.17989/ENCSR561KOM	Resting primary human CD4 T cells; one biological replicate	hg19 and GRCh38	released_data_not_downloaded	not_applicable	ENCODE data use policy	https://www.encodeproject.org/help/citing-encode/	false	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable		SHA256	unavailable_outcome_unopened	false	true	false	fail	No matched activated state and only one biological replicate.	2026-09-14	source_metadata_v2	f8fe5ed083c998f75e117a4b6f4aafdc758eb5b0e2ba820e200d57a7f205cd97
SRC025	planned_locus_metadata	GCST90652529	local_frozen_snapshot_2026-09-13	EMBL-EBI GWAS Catalog	https://www.ebi.ac.uk/gwas/studies/GCST90652529		GATA3 asthma locus	GRCh38	local_frozen_derived_output	previously_inspected_not_eligible	EMBL-EBI terms of use	https://www.ebi.ac.uk/about/terms-of-use	derived_output_only	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable		not_recollected	not_recollected_previously_inspected	true	false	false	excluded	Planned locus was inspected before the independent-confirmation freeze and cannot count as independent evidence.	2026-09-14	source_metadata_v2	51f08f0077188d438f8325c2a187574bb794a34731e19cd116dc37facb2c075f
SRC026	planned_locus_metadata	FINNGEN_R12_K11_IBD_STRICT	FinnGen_release_12	FinnGen	https://r12.finngen.fi/pheno/K11_IBD_STRICT		STAT3 inflammatory bowel disease locus	GRCh38	local_frozen_derived_output	previously_inspected_not_eligible	FinnGen public summary-statistics terms	https://www.finngen.fi/en/access_results	derived_output_only	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable		not_recollected	not_recollected_previously_inspected	true	false	false	excluded	Planned locus was inspected before the independent-confirmation freeze and cannot count as independent evidence.	2026-09-14	source_metadata_v2	b8385c4c05c209e1359dd449389f13dd60201de14601329fe34771003822f08e
SRC027	planned_locus_metadata	GCST000679	local_frozen_snapshot_2026-09-13	EMBL-EBI GWAS Catalog	https://www.ebi.ac.uk/gwas/studies/GCST000679		PTPN22 rheumatoid arthritis locus	GRCh38	local_frozen_derived_output	previously_inspected_not_eligible	EMBL-EBI terms of use	https://www.ebi.ac.uk/about/terms-of-use	derived_output_only	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable	not_applicable		not_recollected	not_recollected_previously_inspected	true	false	false	excluded	Planned locus was inspected before the independent-confirmation freeze and cannot count as independent evidence.	2026-09-14	source_metadata_v2	c5cfb3ee16a94f1de76a7a7fff3a3ee53ef25b7e904968a5fbd6bf9210bc6c9f
SRC028	gwas_rejected_candidate	GCST90476372	GWAS_Catalog_2026-09-04	EMBL-EBI GWAS Catalog	https://www.ebi.ac.uk/gwas/studies/GCST90476372	PMID:39024449	European - United States	GRCh38	official_full_summary_file_metadata_verified_outcome_unopened	derivable_after_opening	EMBL-EBI terms of use	https://www.ebi.ac.uk/about/terms-of-use	false	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90476001-GCST90477000/GCST90476372/GCST90476372.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90476001-GCST90477000/GCST90476372/GCST90476372.tsv.gz-meta.yaml	GCST90476372.tsv.gz	GWAS-SSF v1.0	584620626	unavailable	44300000	d41e8e12dbad3c57176bfc90cce57a61	MD5	provider_md5_listed_not_verified	false	true	false	fail	Biological Sibling: Asthma is a family-history proxy rather than a direct asthma phenotype.	2026-09-14	source_metadata_v2	574da824e90cbc0afe678b7c5affe7651499653e416a34a3063824c1a638c5c9
